# para arcgis ó para grass
8977.0309	488.456301	734925.2831	1162373.6387
9366.4413	905.8354	735312.2278	1162804.2165
9414.2148	414.4139	735357.5038	1162309.7933
9849.5522	758.6305	735795.1003	1162654.9435
9710.933	125.5646	735658.0984	1162016.9778
10398.0525	895.8578	736343.1465	1162798.7579
10498.9911	695.9855	736447.951	1162595.965
10224.943201	-90.4435	736176.9816	1161812.1089
9644.636	-314.6894	735595.9988	1161583.334001
8935.5591	-124.107799	734889.3398	1161769.9286
8219.3699	322.0541	734170.579001	1162210.5113
7751.869401	-401.861	733701.1116	1161485.326301
8362.3429	-606.3999	734319.8296	1161273.4145
9074.3177	-535.209799	735028.7201	1161357.751
10160.9214	-609.8958	736118.8666	1161289.1858
9412.5942	-786.874499	735367.6559	1161103.8453
8728.326301	-1064.7337	734680.9977	1160821.8179
8016.931901	-1024.4493	733974.0989	1160858.0353
7413.591201	-929.7907	733372.6559	1160953.2422
8090.608	-1406.9057	734051.3841	1160480.742401
8750.4147	-1420.7234	734712.056901	1160473.6269
10043.5845	-1593.3296	736006.5579	1160307.0671
9226.845701	-2147.801	735197.2293	1159746.611301
8250.0197	-1769.8498	734211.1707	1160119.4043
8180.1235	-1391.399099	734137.8363	1160497.4905
7275.9939	-1449.5705	733234.5047	1160428.2071
7761.5155	-2001.3423	733725.3433	1159881.9571
7648.5865	-1896.1652	733611.9331	1159986.3265
7292.1953	-2370.9666	733258.2947	1159509.1711
7308.828101	-2818.4971	733278.1687	1159061.3125
8052.5585	-3089.7551	734023.6215	1158795.3147
8483.8623	-2992.8552	734454.4085	1158895.0627
9086.468901	-2800.3439	735055.8127	1159091.534101
8956.097301	-2330.1765	734922.2899	1159560.963501
8657.4325	-2313.621799	734623.5239	1159575.519901
8128.1285	-2073.106899	734092.5943	1159812.588501
7784.8573	-1926.6034	733748.2511	1159956.8889
